roi_name	perm_00000	perm_00001	perm_00002	perm_00003	perm_00004	perm_00005	perm_00006	perm_00007	perm_00008	perm_00009	perm_00010	perm_00011	perm_00012	perm_00013	perm_00014	perm_00015	perm_00016	perm_00017	perm_00018	perm_00019	perm_00020	perm_00021	perm_00022	perm_00023	perm_00024	perm_00025	perm_00026	perm_00027	perm_00028	perm_00029	perm_00030	perm_00031	perm_00032	perm_00033	perm_00034	perm_00035	perm_00036	perm_00037	perm_00038	perm_00039	perm_00040	perm_00041	perm_00042	perm_00043	perm_00044	perm_00045	perm_00046	perm_00047	perm_00048	perm_00049	perm_00050	perm_00051	perm_00052	perm_00053	perm_00054	perm_00055	perm_00056	perm_00057	perm_00058	perm_00059	perm_00060	perm_00061	perm_00062	perm_00063	perm_00064	perm_00065	perm_00066	perm_00067	perm_00068	perm_00069	perm_00070	perm_00071	perm_00072	perm_00073	perm_00074	perm_00075	perm_00076	perm_00077	perm_00078	perm_00079	perm_00080	perm_00081	perm_00082	perm_00083	perm_00084	perm_00085	perm_00086	perm_00087	perm_00088	perm_00089	perm_00090	perm_00091	perm_00092	perm_00093	perm_00094	perm_00095	perm_00096	perm_00097	perm_00098	perm_00099
VisualA_ExStr_9_L	-0.471983	-0.942174	-0.839795	-0.634973	-0.212053	-1.139372	0.493441	-1.823938	-0.696106	-0.155011	0.457242	2.21315	-1.296508	-0.331572	-1.051533	0.397732	-0.577424	-0.757789	-1.003479	-1.151069	-0.524998	-0.340426	-0.656591	0.329907	-0.750017	-0.724726	-0.798612	-0.235976	-1.144606	-0.954966	-1.574138	-1.219199	0.306271	-0.461924	0.145757	-0.921751	-1.233218	-1.001991	-0.107474	-0.492835	-0.702884	-0.384487	-1.209064	-0.701138	-0.876227	-1.525012	-0.54821	0.045323	-1.147918	-0.990133	0.001568	-0.069022	-0.335021	-0.87381	-0.942226	1.121047	-0.71434	-2.26899	-0.537645	-0.60689	0.264914	-1.093866	-0.710927	-0.809665	-1.14172	-0.8815	-0.46403	-0.876675	-1.035147	-1.000899	-0.841353	-0.890505	-1.159397	-0.276196	0.343725	-1.131008	-0.918924	-0.485749	-1.544735	-0.665264	-0.619959	-1.045262	-0.191775	0.42826	-1.134506	-0.655779	-0.321574	-0.455831	-1.261988	-0.85882	1.588455	-1.60632	-1.174881	-1.127269	-0.613224	-1.120246	-1.652841	1.211181	-0.7923	-1.052553
VisualA_ExStr_10_L	-0.471983	-0.942174	-0.809529	-0.634973	-0.646124	0.010534	0.493441	-0.383611	-0.696106	-0.133532	-1.188543	-0.689786	0.425607	-1.115261	-1.051533	-0.429946	-1.097673	-0.275682	-0.787842	-1.151069	-0.75659	-0.340426	-0.648247	0.329907	-1.002105	-0.724726	-0.798612	-0.660751	0.022253	-0.575471	-1.574138	-1.219199	-0.93023	-0.461924	-0.888903	-0.921751	-1.105269	-1.001991	0.731135	-0.547852	-1.028698	-0.858611	-1.070484	-0.701138	-0.539904	-0.346335	1.008346	-0.706121	-0.902633	-0.990133	-0.024772	-0.021069	-0.526039	-0.87381	-0.942226	-1.116581	-0.317342	-1.28541	-0.566942	-0.86073	0.26611	-1.093866	-0.014135	-0.526517	-0.997804	-1.026552	-0.258611	-0.876675	-1.035147	-1.000899	-1.537306	-0.890505	-1.167866	0.884147	-0.936137	-1.131008	1.5237	-0.785265	-0.356747	-0.85242	1.846102	-0.934498	-0.932926	-0.843744	-0.630008	-1.132494	-0.639555	-0.455831	-1.261988	-0.739551	-0.964407	-1.60632	-1.174881	-0.842548	-0.895562	-1.120246	-0.434157	-0.431726	-0.771698	-1.052553
VisualA_ExStr_11_L	-0.658093	-1.434433	-0.688	-0.634973	-0.646124	-1.263605	0.493441	-1.823938	-1.086285	-1.165755	-1.170663	-0.749658	-0.794995	-0.15717	-1.051533	0.109273	-0.88347	-0.275682	-0.454853	-1.102465	-0.75659	-1.014071	-0.632959	-0.257786	-1.060233	0.549692	-0.798612	-1.083835	-1.144606	-0.768802	-1.095836	0.295732	-1.298783	2.260072	-0.760582	-1.285912	-1.105269	-0.647746	-0.107474	-0.77511	-0.702884	-0.477475	0.444903	-0.951148	-0.228218	-1.525012	-0.435465	-1.263958	-1.147918	-0.990133	-1.450665	-0.424692	-1.04886	-0.87381	-0.140019	-0.447709	-0.667563	-2.26899	-0.770819	-1.250662	-0.792327	-1.093866	-0.014135	-0.809665	-0.891123	-0.610981	-0.258611	-0.876675	-1.035147	-0.654087	-1.378112	-0.890505	-1.167866	-0.992019	-0.936137	-1.131008	-0.918924	-0.075017	-1.375319	-0.026758	-1.154847	-1.045262	-0.542079	-0.996506	-0.457406	-0.655779	0.079101	-1.149101	-1.261988	-0.739551	-1.07908	-0.058133	-0.608013	-1.002594	-0.895562	-1.17301	-0.995492	-1.341163	0.218382	-0.497786
VisualA_PrC_1_L	1.13128	-0.620887	2.633297	-0.103305	-0.212053	-0.591862	0.225499	-0.383611	-0.628963	-1.438103	-0.659907	-0.214028	0.425607	2.622078	0.406844	2.307152	-0.577424	1.890067	-1.003479	0.018626	2.301362	-1.014071	-0.389709	-0.745472	-1.060233	0.053412	-0.588607	-0.910188	-0.703197	0.924621	-1.240794	1.533497	-0.93023	-0.625797	-0.171465	-0.307521	0.692606	-0.647746	1.704869	-0.575256	-0.210293	-0.233676	-1.012782	-0.76428	1.951132	0.109068	-0.400028	-0.889495	-0.642865	-0.867076	0.671151	-0.021069	-0.375598	-0.875107	2.14171	0.34335	0.297533	-1.28541	-0.266443	-0.86073	2.646767	-0.402188	-1.041614	-0.809665	-0.424673	-0.8815	-0.692457	-0.639766	-0.663335	-0.654087	-0.766308	-0.890505	0.201165	-0.957947	0.46516	-0.91502	-0.169974	1.097918	-0.690756	1.730315	-0.265151	-1.125186	1.177987	-0.996506	2.413128	-0.707176	-0.097108	-0.641344	-0.43046	-0.027462	-0.773536	0.617341	-0.710826	0.143427	-0.895562	-0.507908	-0.852792	-0.431726	0.968104	-0.497786
VisualA_SPL_1_L	-0.933149	-1.434433	0.02352	-0.634973	-0.212053	-0.798311	1.233827	-0.833765	-0.696106	-0.155011	-0.538154	-0.749658	-1.296508	-0.73711	-1.051533	0.735437	-0.669642	-0.918342	-0.787842	-1.151069	-1.665037	-0.340426	-0.632959	-0.546603	-0.750017	-0.113482	-0.798612	-0.974695	-0.8775	-0.768802	-1.574138	-1.002043	1.379442	-0.461924	-0.863325	-0.66019	-1.233218	-1.047805	-0.852457	-0.706724	-0.681268	0.385199	-1.209064	-0.951148	-0.162408	-0.61156	-0.435465	-1.263958	-1.050126	-0.990133	-1.011802	-0.846164	-1.297221	-0.823445	-0.140019	-1.116581	-0.848373	-2.26899	-0.566942	-1.01975	-0.792327	-0.243359	0.190695	-0.809665	-1.14172	-0.610981	-0.933021	-0.454745	-0.941816	-0.881046	-1.537306	-0.908193	-0.804606	-1.010181	-0.936137	0.426678	-0.71032	-0.075017	-1.375319	0.831346	-1.154847	-1.125186	-0.191775	-0.996506	-1.03732	-1.132494	-0.313005	-0.577054	-1.261988	-0.544721	0.323363	-1.60632	-0.608013	-0.720371	-0.497531	-0.556491	-1.652841	-1.341163	-0.158118	-1.14253
VisualB_ExStrInf_1_L	-0.471983	-0.942174	0.02352	-0.634973	-0.646124	-0.798311	0.225499	-1.823938	-0.696106	0.527377	-0.538154	-0.689786	-1.296508	-0.73711	-0.481407	0.179877	-0.022898	-0.764193	-0.787842	-1.151069	1.368747	-0.340426	-0.613424	-0.257786	-1.060233	-0.724726	1.953403	0.630699	-0.8775	-0.954966	-1.574138	-1.23097	-1.298783	-0.461924	-0.171465	-1.220232	-1.105269	-1.047805	-1.148828	-0.77511	-1.028698	-0.190681	-1.031089	-0.701138	-1.065561	-1.525012	-0.54821	-1.263958	1.214767	-0.990133	-0.024772	-0.069022	-1.577799	-0.875107	-0.236084	-1.116581	-0.71434	-2.26899	-0.537645	-1.01975	-0.945942	-1.093866	-0.710927	-0.809665	-1.14172	-0.840688	-0.875436	-0.876675	-0.669363	-1.124707	0.596634	-0.890505	-1.167866	0.26695	-0.936137	-1.131008	1.5237	-0.861415	-1.544735	0.473906	1.846102	-1.045262	-0.932926	-1.23929	-1.134506	-1.132494	-0.321574	-0.455831	-1.261988	-0.570055	-1.502734	-0.544633	-1.174881	-0.651663	-0.613224	-1.120246	0.736974	-1.056421	-0.792011	-1.052553
VisualB_ExStrInf_2_L	-0.658093	-0.942174	-0.688	-0.634973	0.552787	-1.263605	1.233827	0.100671	-0.752784	-0.155011	-1.170663	2.21315	-1.030293	-0.595969	-1.051533	-1.124217	-1.097673	-0.775549	-0.787842	-1.151069	-0.524998	-0.340426	-0.389709	-0.257786	-0.750017	-0.113482	-0.828203	-1.083835	-0.8775	-0.954966	-1.282276	-1.000872	-1.10312	-0.461924	-0.888903	-1.285912	-1.181191	-1.001991	-1.449627	-0.940772	1.440402	-0.190681	-1.063742	-0.701138	-0.876227	-0.61156	-0.529724	-0.706121	-0.568913	-0.990133	2.243278	-1.177605	-0.080025	-0.875107	-0.942226	-1.116581	-0.71434	-2.26899	-0.566942	-0.626087	-0.792327	-1.093866	-1.128436	-0.526517	-0.997804	-1.026552	-1.00544	-0.876675	-0.669363	-1.000899	-0.841353	-0.890505	-1.167866	0.26695	-0.936137	-0.98036	-1.765116	-0.861415	-0.356747	-1.44477	-0.619959	1.97411	-0.932926	0.466917	-0.630008	-1.132494	-0.584598	-1.149101	-1.261988	-0.557256	-0.139798	-0.4112	-1.174881	-0.842548	-0.895562	-0.507908	-0.015112	-1.341163	-0.158118	-0.367799
VisualB_ExStrInf_3_L	-0.471983	-1.434433	-0.688	-0.634973	-0.646124	-0.798311	0.493441	-0.013401	-0.696106	-1.215881	-1.188543	-0.689786	-1.296508	-0.15717	-1.051533	-0.429946	-1.097673	-0.275682	-1.003479	-1.151069	-0.75659	-1.166393	-0.656591	-0.257786	-1.002105	-0.724726	1.953403	-0.235976	0.022253	-0.954966	-1.574138	-1.02578	-1.298783	2.260072	-0.171465	-0.921751	-1.105269	-1.001991	0.731135	-0.547852	-0.702884	-0.15702	-1.209064	-0.701138	-1.065561	0.109068	-0.54821	-0.074745	-1.147918	-0.990133	2.243278	-0.069022	-1.577799	-0.87381	-0.942226	-0.757782	0.595082	-2.26899	-0.566942	-0.60689	-0.945942	-1.093866	-0.014135	-0.526517	-1.14172	-0.610981	-0.258611	-0.876675	-1.035147	-1.000899	-0.841353	-0.890505	-1.167866	-1.010181	-0.936137	-0.98036	-0.918924	-0.861415	-0.356747	-0.665264	-0.619959	-1.045262	-0.932926	0.466917	-0.630008	-0.655779	-0.321574	-1.149101	-1.261988	1.178435	-0.139798	-1.60632	-0.622095	-1.002594	-0.613224	-1.120246	-1.652841	-1.341163	-0.7923	-1.052553
VisualB_ExStrInf_4_L	-0.658093	-0.942174	-0.809529	-0.634973	-0.646124	-1.263605	-0.645786	-0.383611	-0.696106	0.412728	-1.188543	2.21315	-1.296508	-1.115261	-1.051533	-1.162996	-1.097673	-0.757789	-1.003479	-1.151069	-0.524998	-0.340426	1.105775	-1.333064	-1.060233	-0.724726	1.953403	-1.083835	-1.144606	-0.954966	-1.574138	-1.000872	0.306271	-0.461924	-0.171465	0.620557	-1.181191	-0.395981	0.437495	-0.940772	1.440402	-0.15702	-0.689948	-0.701138	-0.876227	-0.346335	-0.400028	-0.074745	-1.147918	-0.990133	-1.450665	-0.846164	-0.526039	-0.875107	-0.942226	-1.116581	-0.71434	-1.316109	-0.537645	-0.550756	-0.792327	-0.243359	-0.710927	-0.809665	-1.522078	-0.8815	-0.875436	-0.639766	-0.669363	-1.000899	-0.841353	-0.890505	-0.089545	-1.010181	-0.936137	-1.131008	-1.765116	-0.485749	-1.544735	-0.665264	1.846102	-1.125186	-0.932926	0.42826	-0.630008	-0.655779	-0.584598	-1.262356	-1.261988	-0.7726	1.116636	-0.544633	-1.174881	-1.002594	-0.613224	-0.507908	-0.015112	1.211181	-1.049259	-0.367799
VisualB_ExStrSup_1_L	-0.851629	-0.942174	0.02352	-0.634973	-0.98254	-0.957378	-0.457221	-0.915388	-0.696106	-0.155011	-0.538154	-0.214028	-1.006531	-0.863293	-1.051533	1.086592	-1.097673	-0.918342	-0.454853	-1.151069	-0.524998	-0.340426	0.630741	-1.232619	0.563728	-0.80582	-0.408447	-0.660751	-0.02659	-0.954966	-1.095836	-1.002043	-0.379724	2.260072	-0.863325	-0.307521	0.048103	-0.647746	-0.107474	-0.693647	-0.681268	-0.858611	-1.234347	-0.701138	-0.876227	-0.61156	-0.385439	0.36582	-0.902633	-0.690545	0.001568	-1.177605	-1.201596	-0.823445	-0.884079	-1.116581	-0.298308	-1.28541	-0.566942	-1.01975	-0.744316	-0.237809	-0.710927	-0.59876	-0.120526	-0.840688	-0.258611	-0.454745	-1.035147	-0.949552	-0.841353	-0.799004	-0.804606	-1.010181	0.768839	-0.98036	1.5237	-0.075017	-1.08436	-0.665264	-1.154847	-1.125186	-0.932926	0.42826	0.358125	-1.132494	0.079101	-0.455831	-1.261988	-0.557256	-0.307389	-0.969884	-0.608013	-0.436941	-0.613224	-0.556491	0.736974	-1.341163	-0.494292	-1.156184
VisualB_ExStrSup_2_L	-0.851629	-0.942174	0.02352	-0.634973	-0.646124	-0.957378	-0.457221	0.861149	-0.696106	-0.155011	-1.188543	-0.214028	-1.006531	-0.73711	-1.051533	0.262201	-1.097673	-0.918342	-0.454853	-1.151069	-0.524998	-0.340426	-0.648247	-1.232619	0.563728	-0.724726	-0.408447	-0.660751	-0.02659	-0.954966	-1.095836	-1.031971	-0.379724	2.260072	-0.863325	-0.921751	-1.181191	-0.647746	-1.148828	-0.706724	-0.681268	-0.858611	-1.070484	0.700763	-0.876227	-0.61156	-0.385439	-0.706121	-0.43813	-0.690545	0.001568	-1.177605	-1.201596	-0.823445	-0.942226	-1.116581	-0.71434	-1.28541	-0.566942	-0.626087	-0.744316	-1.093866	0.190695	-0.59876	-1.14172	-0.840688	-0.258611	-0.577914	-1.035147	-0.949552	-0.841353	-0.908193	-0.804606	-1.010181	0.768839	-0.98036	0.599437	-0.485749	-1.08436	-0.665264	-1.154847	-1.125186	-0.932926	0.42826	0.358125	-1.132494	-0.652822	-0.455831	-1.261988	-0.625932	-0.307389	-0.969884	-0.608013	-0.720371	-0.816627	-0.556491	0.736974	-1.341163	-0.494292	-1.156184
VisualB_ExStrSup_3_L	-0.921287	-0.942174	-0.809529	-0.634973	-0.98254	-0.798311	0.493441	-0.00983	-0.696106	-0.155011	-1.188543	-0.865898	-1.296508	-0.863293	-1.051533	-1.124217	-1.097673	-0.275682	-0.787842	-1.151069	-0.75659	-0.340426	-0.648616	-1.232619	-1.060233	-0.80582	-0.798612	-1.083835	0.022253	-0.954966	-1.282276	-1.000872	0.025802	-0.461924	0.145757	-1.220232	-1.181191	-1.047805	0.731135	-0.940772	-0.702884	0.385199	-1.234347	-0.701138	0.326492	-0.61156	-0.54821	-0.706121	-0.902633	-0.120834	0.001568	-1.029431	-0.375598	-0.87381	-0.942226	-0.558055	-0.848373	-1.28541	-0.566942	-1.250662	-0.516637	-1.093866	-0.07946	-0.809665	-0.997804	-0.885191	-0.692457	-0.639766	-0.818361	-0.755035	-0.841353	-0.890505	0.290787	-0.276196	-0.936137	-0.98036	1.5237	-0.861415	-1.375319	-0.665264	-0.619959	-1.125186	-0.932926	-0.843744	-1.03732	-1.132494	-0.639555	-1.262356	-1.261988	-0.85882	-0.868404	-1.60632	-0.608013	-0.679349	-0.291506	-1.120246	-0.434157	-1.341163	-0.7923	-1.052553
VisualB_ExStrSup_4_L	-0.933149	-0.942174	-0.809529	-0.634973	0.552787	-0.957378	0.493441	-0.00983	-0.696106	-0.155011	-1.188543	-0.689786	-1.006531	-0.73711	-0.932819	0.397732	-1.097673	-0.918342	-0.454853	-1.151069	-0.75659	-0.340426	-0.648616	0.149339	-0.750017	-0.724726	-0.408447	-0.660751	0.45674	-0.954966	-1.095836	-1.002043	-0.379724	-0.461924	-0.863325	-0.921751	-1.181191	-1.047805	-1.148828	-0.693647	-0.599491	-0.858611	-1.070484	0.700763	-0.876227	-0.61156	-0.385439	-0.706121	-0.902633	-0.826722	-1.011802	-1.029431	-1.297221	-0.823445	-0.942226	-1.116581	-0.667563	-1.28541	0.379392	-0.626087	0.321308	-1.093866	-0.07946	-0.659757	-1.14172	-0.94571	-0.258611	-0.876675	-0.818361	-1.000899	-0.841353	-0.908193	-0.804606	-0.417011	0.768839	0.373112	-1.765116	-0.769893	-1.375319	-0.665264	-1.154847	-1.125186	-0.932926	0.42826	-1.03732	-1.132494	-0.639555	-0.455831	-1.261988	-0.557256	0.632257	-0.969884	-0.608013	-0.720371	-0.895562	-0.556491	0.736974	-1.341163	-0.494292	-0.830613
VisualB_ExStrSup_5_L	-0.658093	-1.434433	-0.809529	-0.634973	-0.212053	-1.263605	-0.457221	-1.823938	-0.696106	-0.155011	-1.188543	-0.689786	-1.081109	-0.863293	-1.051533	-1.162996	-1.097673	-0.275682	-0.012117	-1.151069	-0.75659	-0.340426	-0.648616	-1.232619	-1.002105	-0.724726	1.953403	-1.083835	-0.703197	-0.954966	-1.574138	-1.219199	0.025802	-0.461924	-0.171465	-0.921751	-1.19973	-0.395981	-0.852457	-0.693647	-0.599491	0.385199	-1.012782	-0.701138	-0.876227	-0.61156	-0.54821	-1.263958	-0.902633	-0.109085	-1.011802	-1.177605	-1.577799	-0.87381	-0.942226	-1.116581	-0.317342	-1.28541	0.379392	-0.550756	-0.945942	-1.093866	-0.07946	-0.809665	-1.14172	-0.840688	-0.933021	-0.639766	-0.928633	-1.000899	-1.378112	-0.890505	0.290787	0.26695	-1.331433	-1.131008	-1.765116	-0.785265	-1.375319	-0.665264	-1.33193	-1.045262	-0.932926	0.466917	-0.630008	-1.132494	-1.110832	-1.262356	-1.261988	-0.85882	-0.868404	-1.60632	-1.174881	-1.002594	-0.497531	-1.120246	0.736974	-1.056421	-0.7923	-0.368066
VisualB_Striate_1_L	-0.471983	-0.942174	0.555858	-0.634973	-0.646124	-0.891779	1.233827	0.215061	-0.696106	-0.155011	-1.170663	-0.214028	-1.296508	-0.863293	-1.051533	-0.505996	-0.669642	-0.757789	0.38283	-1.151069	1.368747	-0.340426	-0.656591	0.149339	-1.060233	-0.724726	-0.828203	-0.660751	-0.02659	-0.954966	-1.095836	-1.219199	-0.379724	2.260072	-0.888903	-1.220232	0.048103	-1.047805	0.068598	-0.492835	-0.714282	-0.858611	-1.063742	-0.701138	-0.228218	-0.61156	-0.925728	-0.706121	-0.43813	-0.990133	0.001568	0.080897	-1.297221	-0.823445	-0.884079	-0.239971	-0.71434	-1.28541	-0.566942	-1.01975	-0.744316	-1.093866	-0.710927	-0.159625	-1.14172	-0.94571	-1.00544	-0.577914	-1.035147	-0.949552	-0.841353	-0.908193	-0.804606	-1.010181	-1.331433	-0.98036	0.599437	-0.485749	-1.375319	-0.665264	-1.154847	-1.125186	-0.191775	-0.996506	0.358125	-1.132494	-0.973136	-0.455831	-1.261988	1.178435	-0.307389	-1.60632	-1.174881	-1.127269	-0.164988	-0.556491	-0.61754	-1.341163	-0.7923	0.936945
VisualB_Striate_2_L	-0.471983	-0.942174	-1.059949	-0.634973	-0.646124	-1.139372	1.233827	0.215061	-0.752784	0.882871	-1.188543	-0.865898	-1.296508	-0.595969	-1.051533	0.179877	-1.097673	-0.796063	-0.787842	-1.102465	-0.75659	-0.340426	-0.648247	0.329907	-1.002105	0.182156	-0.193218	-1.083835	-1.144606	-0.954966	-1.095836	-1.000872	0.025802	-0.461924	0.145757	-1.220232	-1.105269	-1.001991	-0.852457	-0.547852	-1.028698	-0.190681	-1.070484	-0.701138	-1.065561	-0.61156	-0.54821	-0.706121	-0.498287	-0.826722	-1.011802	-1.177605	-0.375598	-0.87381	-0.942226	-0.447709	-0.71434	-1.28541	-0.566942	-1.250662	-0.792327	-1.093866	-0.710927	-0.809665	-0.997804	-0.885191	-0.875436	-0.876675	-0.928633	-0.755035	-0.841353	-0.890505	-0.804606	-1.010181	-0.936137	-1.131008	-0.918924	-0.861415	-1.375319	-0.665264	-1.33193	-1.045262	-0.932926	0.466917	-1.03732	-1.132494	-0.321574	-1.262356	-1.261988	-0.85882	-0.868404	-0.544633	-1.174881	-0.842548	-0.613224	-0.556491	-0.61754	-1.341163	-0.7923	-0.830613
VisualB_Striate_3_L	-0.471983	-0.942174	-0.809529	-0.634973	-0.646124	-0.891779	-0.457221	0.215061	-0.696106	-0.155011	-1.188543	-0.214028	-1.296508	-0.73711	-1.051533	0.179877	-0.669642	-0.757789	-0.454853	-1.151069	-0.524998	-0.340426	-0.648247	-1.232619	0.563728	-0.724726	-0.828203	-1.083835	0.45674	-0.954966	-1.095836	-1.219199	-0.379724	2.260072	-0.863325	-0.921751	-1.181191	-1.047805	-1.148828	-0.547852	-0.714282	-0.858611	-1.070484	-0.701138	-0.876227	-0.61156	-0.925728	0.36582	-0.498287	-0.826722	0.001568	-1.177605	-1.297221	-0.823445	-0.884079	-0.741545	-0.71434	-1.28541	-0.566942	-1.01975	-0.744316	-1.093866	-0.710927	-0.809665	-1.14172	-0.885191	-0.258611	-0.454745	-0.669363	-0.949552	-0.841353	-0.908193	-0.804606	-0.957947	0.768839	-0.98036	1.289186	-0.075017	-1.375319	-0.665264	-1.154847	-1.125186	-0.932926	-0.996506	-1.03732	-1.132494	0.079101	-0.455831	-1.261988	-0.570055	0.632257	-1.60632	-0.608013	-1.002594	-0.816627	-0.556491	-0.015112	-1.341163	-0.7923	-0.830613
VisualC_ExStr_1_L	-0.471983	0.072396	-0.809529	-0.634973	-0.646124	-0.891779	-0.457221	0.215061	-0.696106	-0.155011	-1.188543	-0.214028	-1.296508	-0.863293	-1.051533	2.307152	-0.669642	-0.275682	0.38283	-1.151069	-0.524998	-0.340426	-0.648616	-1.232619	0.563728	-0.80582	-0.828203	-0.660751	0.45674	-0.954966	-1.095836	-1.219199	-0.379724	2.260072	-0.863325	-0.307521	0.048103	-1.047805	-1.148828	-0.706724	-0.681268	-0.858611	-1.209064	-0.701138	-0.876227	-0.61156	-0.925728	-0.706121	-0.902633	-0.826722	0.001568	-1.177605	-1.297221	-0.823445	-0.884079	-1.116581	-0.298308	-1.28541	-0.566942	-1.01975	-0.744316	-0.237809	0.190695	-0.809665	-1.14172	-0.885191	-1.00544	-0.876675	-0.818361	-0.949552	-0.841353	-0.908193	0.290787	-1.010181	0.768839	-0.98036	1.5237	-0.485749	-1.375319	-0.665264	-1.154847	-1.125186	-0.932926	-0.996506	0.358125	-1.132494	-0.652822	-0.455831	-1.261988	-0.625932	-0.882175	-1.183247	-1.174881	-1.127269	-0.816627	-1.17301	-0.015112	-1.341163	-0.7923	-1.156184
VisualC_ExStr_2_L	-0.921287	-0.942174	-0.809529	-0.634973	-0.98254	-1.139372	0.493441	-1.823938	-0.752784	-0.155011	-1.188543	-0.865898	-1.296508	-0.863293	-1.051533	-0.429946	-1.097673	-0.275682	-1.003479	-1.151069	-0.524998	-0.340426	-0.648616	-1.232619	-0.165487	-0.80582	-0.798612	-1.083835	0.084319	-0.954966	-1.282276	0.751771	-0.379724	2.260072	-0.863325	-0.921751	-1.105269	-1.047805	-1.148828	-0.225311	1.440402	-0.384487	-1.209064	-0.701138	-0.162408	-0.61156	-0.54821	-1.263958	-0.902633	-0.120834	0.001568	-0.021069	-1.577799	-0.87381	-0.942226	-1.116581	-0.667563	-1.28541	0.379392	-0.86073	-0.945942	-1.093866	-0.710927	-0.809665	-1.14172	-0.94571	1.990432	-0.876675	-0.928633	-1.000899	-0.841353	-0.890505	0.290787	2.132123	2.277081	-0.98036	0.599437	-0.861415	-1.375319	-0.665264	-0.619959	1.014126	-0.932926	-0.996506	-1.03732	-0.655779	-1.322237	-0.577054	-1.302434	-0.625932	-0.868404	-1.183247	-1.174881	-0.842548	-0.497531	-1.120246	-0.61754	-1.341163	-0.7923	-1.14253
VisualC_ExStr_3_L	-0.471983	-1.434433	0.779345	-0.634973	-0.885008	-0.591862	-0.892475	-0.013401	-0.752784	-1.431931	-0.475038	-0.993352	0.425607	-1.115261	-1.051533	-0.429946	-0.577424	-0.988713	0.38283	-1.151069	-0.246309	-0.340426	1.105775	-0.257786	-1.002105	-0.80582	-0.828203	0.630699	-0.703197	-0.954966	-1.282276	0.751771	-0.787774	-0.461924	-0.863325	-1.285912	-1.105269	-1.001991	-1.148828	-0.492835	-0.599491	-0.15702	-1.070484	0.700763	-0.86623	-0.346335	0.290938	-0.074745	-1.147918	-0.990133	0.001568	-1.177605	-1.577799	-0.875107	-0.942226	-1.116581	-0.71434	-2.26899	-0.537645	-1.250662	-0.792327	-1.093866	-0.710927	-0.809665	-1.14172	-0.8815	-0.692457	-0.876675	-0.928633	-1.124707	-0.841353	-0.890505	-0.893567	0.26695	-0.936137	-1.131008	0.599437	-0.861415	-0.356747	0.473906	-1.33193	-1.045262	-0.932926	0.42826	-1.134506	-1.132494	-0.321574	-0.455831	-1.261988	1.178435	-0.139798	-1.60632	-1.174881	-1.002594	-0.613224	1.713424	-0.015112	-1.341163	-0.158118	0.549825
VisualC_Striate_1_L	-0.851629	-0.942174	0.555858	-0.634973	-0.646124	-0.957378	-0.932211	0.215061	-0.696106	-0.155011	-1.188543	-0.214028	-1.006531	-0.73711	-1.051533	-0.429946	-0.608749	-0.757789	0.38283	-1.151069	1.368747	-0.340426	-0.656591	-1.232619	0.563728	-0.80582	-0.828203	-0.660751	0.45674	-0.954966	-1.095836	-1.000872	-0.379724	2.260072	-0.888903	-1.220232	-1.181191	-1.001991	-1.148828	-0.492835	-0.681268	-0.858611	-1.234347	-0.701138	-0.876227	-0.61156	-0.385439	0.36582	-0.43813	-0.990133	0.001568	-1.177605	-1.201596	-0.823445	-0.942226	-1.116581	-0.71434	-1.28541	-0.566942	-1.01975	-0.516637	-0.237809	-0.710927	-0.59876	-1.14172	-0.885191	1.990432	-0.454745	-1.035147	-0.949552	-0.841353	-0.908193	-0.804606	-1.010181	0.768839	-0.98036	-0.918924	-0.769893	-1.375319	-0.665264	-1.154847	-1.125186	-0.932926	0.42826	0.358125	-1.132494	-0.973136	-0.455831	-1.261988	-0.570055	-0.307389	-0.969884	-1.174881	-0.735383	-0.613224	-0.556491	0.736974	-1.056421	-0.7923	-1.14253
DefaultA_IPL_1_R	-0.921287	-0.415173	-1.059949	-0.834541	0.552787	0.010534	-1.183474	1.150022	1.814847	0.557105	-0.210877	0.90376	-0.367884	-0.922441	0.120037	-1.501906	-0.022898	-0.918342	-1.003479	-0.473311	-0.338637	0.563169	-0.198745	-0.499692	-0.165487	-0.80582	1.478509	1.03115	-0.389803	-1.004602	-0.12904	-1.23097	1.482509	-0.492513	-0.226452	0.574681	-0.99598	-0.648929	-1.449627	-0.084025	-0.079395	-0.45569	-1.012782	-0.322435	-0.876227	-0.109114	-0.54821	2.01389	0.382824	-0.120834	1.521148	-1.072106	-0.080025	0.191844	-1.037181	-1.080903	-0.543695	0.518867	0.379392	-0.460059	-0.625402	0.309126	-1.041614	-0.526517	-0.096146	1.878008	-0.933021	0.467906	0.087786	-0.136495	0.218549	0.136362	-0.042664	-0.276196	-0.793598	1.596022	-1.765116	-0.935705	0.264093	-1.44477	-0.253619	-0.934498	-0.948114	-0.090934	-1.03732	-0.697671	2.098037	0.186467	-0.511363	-0.85882	1.279638	-0.544633	0.834909	-0.720371	-0.704599	-0.151826	-0.881294	1.211181	-1.049259	-0.471132
